
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Yeni
objective_virus                         Virus Outbreak
objective_virus_child                   Total Infected Prisoners: 
objective_massassassination             Federal Witness\nCourt Date
objective_massassassination_child       Surviving witnesses: 
objective_lessworkdemand                Prisoners Demand Less Work
objective_lessworkdemand_child          Reduce work to 2 hours a day or less
objective_moresleepdemand               Give Prisoners More Sleep
objective_moresleepdemand_child         Increase sleep time to at least 7 hours a day
objective_morefreetimedemand            Give Prisoners More Free Time
objective_morefreetimedemand_child      Increase free time to at least 6 hours a day
objective_agitatingradio                Agitating Radio Broadcasts
objective_agitatingradio_child          The current radio broadcasts are getting our inmates riled up...

# =============================================================================
# Custom warden strings
# =============================================================================

warden_default_name                     The Warden
warden_default_desc                     The most balanced individual on the planet, he does his job and nothing else. People just call him The Warden.
warden_lobbyist_name                    The Lobbyist
warden_lobbyist_desc                    The Lobbyist has friends in high places, and makes sure the more easily controlled prisoners end up coming his way.\n\n - Halves the likelihood of receiving prisoners who are Violent, Lethal, Volatile, Deadly or Fighters.
warden_lobbyist_desc_short              - Halves the likelihood of receiving prisoners who are Violent, Lethal, Volatile, Deadly or Fighters.
warden_fear_name                        Rita
warden_fear_desc                        Ruthless and terrifying, Rita has a reputation for running her facilities through judicial application of fear. Rumours of her carrying a whip may be exaggerated.\n\n - Halves likelihood of prisoners being Stoical or Fearless\n - Prisoners are suppressed twice as quickly
warden_fear_desc_short                  - Halves likelihood of prisoners being Stoical or Fearless\n - Prisoners are suppressed twice as quickly
warden_tunnels_name                     J.W. Periwinkle
warden_tunnels_desc                     Warden Periwinkle says he was a sapper in the war. He never says which war, specifically, but he certainly knows everything about digging tunnels.\n\n - Guard Dogs have a 50% chance of fully uncovering any tunnels they detect
warden_tunnels_desc_short               - Guard Dogs have a 50% chance of fully uncovering any tunnels they detect
warden_calming_name                     The Pacifier
warden_calming_desc                     The Pacifier has an unusual talent for being able to calm even the most violent individuals. Even being in the same room as him is enough to make people docile and compliant.\n\n - Reduces the overall temperature of your prison, making your inmates less likely to cause trouble
warden_calming_desc_short               - Reduces the overall temperature of your prison, making your inmates less likely to cause trouble
warden_contraband_name                  Saphara Acknova
warden_contraband_desc                  Saphara Acknova has a spotless reputation and a squeaky clean record. But behind the scenes, shady deals and under the table offerings are nothing uncommon for her.\n\n - Gets a small cut of the re-sale value of each piece of contraband found\n - Prisoners found with contraband will be 'fined' directly from their savings
warden_contraband_desc_short            - Gets a small cut of the re-sale value of each piece of contraband found\n - Prisoners found with contraband will be 'fined' directly from their savings
buildtoolbar_wardenlobbyist             The Lobbyist
buildtoolbar_tooltip_wardenlobbyist     Get less violent criminals in your prison
interfacetopbar_tension_calmingwarden   - Your Warden is having a calming effect on prisoners
warden_consultingfee                    Consulting Fee

# =============================================================================
# Crime names
# =============================================================================

crime_bribery                     Rüşvet
crime_aggravatedburglary          Kasten Yaralama ve Hırsızlık
crime_burglary                    Hırsızlık
crime_arson                       Kundak
crime_criminaldamage              Mala Zarar Verme
crime_vandalism                   Vandalism
crime_possession                  Tehlikeli Madde Bulundurma
crime_possessionintenttosupply    Tehlikeli Madde Bulundurma ve Taşıma
crime_forgery                     Belgede Sahtecilik
